,answer,source,question,responder,all_history,speaker_from,relevance_rate,manner_rate,quality_rate,Committment_value,consistency_value,outcome_value,outcome_reason,annotator,relevance_binary,manner_binary,quality_binary,NRA,bat,pat,bat_cumsum,pat_cumsum,Z_BaT,Z_PaT,ZNRBaT,net_ZNRBaT
0,"Yes, sir.",simpson_defense_6,"Okay. Now, Dr. Lee, I wanted to just mention very briefly or ask you very briefly about one of the matters that you just alluded to a few moments ago.",D_WITNESS,"PROSECUTION: Okay. Now, Dr. Lee, I wanted to just mention very briefly or ask you very briefly about one of the matters that you just alluded to a few moments ago.
",Prosecution,1,1,1,3,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],rileyzcx@connect.hku.hk,0,0,0,1.0,0.5,0.0,0.5,0.0,-1.640371551438726,-1.2323840242672675,0.14201957542844335,-0.4079875271714586
1,Yes.,simpson_defense_6,Regarding identification of human remains in cases here in the continental United States.,D_WITNESS,"PROSECUTION: Okay. Now, Dr. Lee, I wanted to just mention very briefly or ask you very briefly about one of the matters that you just alluded to a few moments ago.
D_WITNESS: Yes, sir.

PROSECUTION: Regarding identification of human remains in cases here in the continental United States.
",Prosecution,1,1,1,3,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],rileyzcx@connect.hku.hk,0,0,0,1.0,0.5,0.0,1.0,0.0,-1.561643406587495,-1.2323840242672675,0.11784400492428194,-0.32925938232022745
2,Thank you very much.,simpson_defense_6,"Your most famous such case where you were personally involved at the crime scene, not at the time of the crime, but afterwards.",D_WITNESS,"PROSECUTION: Okay. Now, Dr. Lee, I wanted to just mention very briefly or ask you very briefly about one of the matters that you just alluded to a few moments ago.
D_WITNESS: Yes, sir.

PROSECUTION: Regarding identification of human remains in cases here in the continental United States.
D_WITNESS: Yes.

PROSECUTION: Your most famous such case where you were personally involved at the crime scene, not at the time of the crime, but afterwards.
",Prosecution,3,4,2,4,0,Questioner,I choose this side because my personal emotions and bias towards this side/the other side. [Emotions],rileyzcx@connect.hku.hk,1,1,0,0.3333333333333333,0.0,0.5,1.0,0.5,-1.561643406587495,-1.1194540972314981,0.16492847004860364,-0.44218930935599676
3,"Yes, sir.",simpson_defense_6,Yes.--was the People versus Crafts case; is that correct?,D_WITNESS,"PROSECUTION: Okay. Now, Dr. Lee, I wanted to just mention very briefly or ask you very briefly about one of the matters that you just alluded to a few moments ago.
D_WITNESS: Yes, sir.

PROSECUTION: Regarding identification of human remains in cases here in the continental United States.
D_WITNESS: Yes.

PROSECUTION: Your most famous such case where you were personally involved at the crime scene, not at the time of the crime, but afterwards.
D_WITNESS: Thank you very much.

PROSECUTION: Yes.--was the People versus Crafts case; is that correct?
",Prosecution,1,1,1,3,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],rileyzcx@connect.hku.hk,0,0,0,0.5,0.5,0.0,1.5,0.5,-1.482915261736264,-1.1194540972314981,0.13966547955703484,-0.36346116450476584
4,Yes.,simpson_defense_6,"Okay. And was that a case, sir, where the victim in that case, Helen Crafts, was killed by her husband and she was--he disposed of her by putting her body through a wood chipper machine?",D_WITNESS,"PROSECUTION: Okay. Now, Dr. Lee, I wanted to just mention very briefly or ask you very briefly about one of the matters that you just alluded to a few moments ago.
D_WITNESS: Yes, sir.

PROSECUTION: Regarding identification of human remains in cases here in the continental United States.
D_WITNESS: Yes.

PROSECUTION: Your most famous such case where you were personally involved at the crime scene, not at the time of the crime, but afterwards.
D_WITNESS: Thank you very much.

PROSECUTION: Yes.--was the People versus Crafts case; is that correct?
D_WITNESS: Yes, sir.

PROSECUTION: Okay. And was that a case, sir, where the victim in that case, Helen Crafts, was killed by her husband and she was--he disposed of her by putting her body through a wood chipper machine?
",Prosecution,1,1,1,3,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],rileyzcx@connect.hku.hk,0,0,0,0.6,0.5,0.0,2.0,0.5,-1.4041871168850328,-1.1194540972314981,0.11282626787865849,-0.2847330196535347
5,The majority this and probably wound up in the river. Only small fragment were found scattered around the river bank.,simpson_defense_6,"And in that particular case is it a fair summary of what happened that the biological evidence was spread over a very significant amount of territory, about 2500 square feet, in the snow by a river as a result of the body having gone through the wood clipper machine?",D_WITNESS,"PROSECUTION: Okay. Now, Dr. Lee, I wanted to just mention very briefly or ask you very briefly about one of the matters that you just alluded to a few moments ago.
D_WITNESS: Yes, sir.

PROSECUTION: Regarding identification of human remains in cases here in the continental United States.
D_WITNESS: Yes.

PROSECUTION: Your most famous such case where you were personally involved at the crime scene, not at the time of the crime, but afterwards.
D_WITNESS: Thank you very much.

PROSECUTION: Yes.--was the People versus Crafts case; is that correct?
D_WITNESS: Yes, sir.

PROSECUTION: Okay. And was that a case, sir, where the victim in that case, Helen Crafts, was killed by her husband and she was--he disposed of her by putting her body through a wood chipper machine?
D_WITNESS: Yes.

PROSECUTION: And in that particular case is it a fair summary of what happened that the biological evidence was spread over a very significant amount of territory, about 2500 square feet, in the snow by a river as a result of the body having gone through the wood clipper machine?
",Prosecution,2,1,1,3,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],rileyzcx@connect.hku.hk,0,0,0,0.6666666666666666,0.5,0.0,2.5,0.5,-1.325458972033802,-1.1194540972314981,0.08425856828693241,-0.20600487480230378
6,"Not exactly. Any recognizable material, for example, we found a fingernail, you can recognize, you don't have to throw in a bucket. You just taken it out. If it is bone chips, we can recognize, or a tooth. We have a team of scientists, team of investigator work together since we can see and recognizable right away, you remove it. For example, I can see a scissor, I collect a scissor. I don't have to throw the scissor in the bucket. Things we cannot visually recognize, we use the second procedure.",simpson_defense_6,"Right. And just so it is clear, what was done in this case is large amounts of snow were put in buckets and then taken into tents and melted and the biological evidence would tend to fall or sink to the bottom of the bucket and all the debris would tend to rise to the top and you just throw the debris out and take the biological evidence out in the bottom?",D_WITNESS,"PROSECUTION: Okay. Now, Dr. Lee, I wanted to just mention very briefly or ask you very briefly about one of the matters that you just alluded to a few moments ago.
D_WITNESS: Yes, sir.

PROSECUTION: Regarding identification of human remains in cases here in the continental United States.
D_WITNESS: Yes.

PROSECUTION: Your most famous such case where you were personally involved at the crime scene, not at the time of the crime, but afterwards.
D_WITNESS: Thank you very much.

PROSECUTION: Yes.--was the People versus Crafts case; is that correct?
D_WITNESS: Yes, sir.

PROSECUTION: Okay. And was that a case, sir, where the victim in that case, Helen Crafts, was killed by her husband and she was--he disposed of her by putting her body through a wood chipper machine?
D_WITNESS: Yes.

PROSECUTION: And in that particular case is it a fair summary of what happened that the biological evidence was spread over a very significant amount of territory, about 2500 square feet, in the snow by a river as a result of the body having gone through the wood clipper machine?
D_WITNESS: The majority this and probably wound up in the river. Only small fragment were found scattered around the river bank.

PROSECUTION: Right. And just so it is clear, what was done in this case is large amounts of snow were put in buckets and then taken into tents and melted and the biological evidence would tend to fall or sink to the bottom of the bucket and all the debris would tend to rise to the top and you just throw the debris out and take the biological evidence out in the bottom?
",Prosecution,1,1,1,2,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],rileyzcx@connect.hku.hk,0,0,0,0.7142857142857143,1.0,0.0,3.5,0.5,-1.1680026823313399,-1.1194540972314981,0.021223826187054765,-0.04854858509984172
7,Yes.,simpson_defense_6,And that included some of the biological evidence in the case?,D_WITNESS,"PROSECUTION: Okay. Now, Dr. Lee, I wanted to just mention very briefly or ask you very briefly about one of the matters that you just alluded to a few moments ago.
D_WITNESS: Yes, sir.

PROSECUTION: Regarding identification of human remains in cases here in the continental United States.
D_WITNESS: Yes.

PROSECUTION: Your most famous such case where you were personally involved at the crime scene, not at the time of the crime, but afterwards.
D_WITNESS: Thank you very much.

PROSECUTION: Yes.--was the People versus Crafts case; is that correct?
D_WITNESS: Yes, sir.

PROSECUTION: Okay. And was that a case, sir, where the victim in that case, Helen Crafts, was killed by her husband and she was--he disposed of her by putting her body through a wood chipper machine?
D_WITNESS: Yes.

PROSECUTION: And in that particular case is it a fair summary of what happened that the biological evidence was spread over a very significant amount of territory, about 2500 square feet, in the snow by a river as a result of the body having gone through the wood clipper machine?
D_WITNESS: The majority this and probably wound up in the river. Only small fragment were found scattered around the river bank.

PROSECUTION: Right. And just so it is clear, what was done in this case is large amounts of snow were put in buckets and then taken into tents and melted and the biological evidence would tend to fall or sink to the bottom of the bucket and all the debris would tend to rise to the top and you just throw the debris out and take the biological evidence out in the bottom?
D_WITNESS: Not exactly. Any recognizable material, for example, we found a fingernail, you can recognize, you don't have to throw in a bucket. You just taken it out. If it is bone chips, we can recognize, or a tooth. We have a team of scientists, team of investigator work together since we can see and recognizable right away, you remove it. For example, I can see a scissor, I collect a scissor. I don't have to throw the scissor in the bucket. Things we cannot visually recognize, we use the second procedure.

PROSECUTION: And that included some of the biological evidence in the case?
",Prosecution,1,1,1,2,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],rileyzcx@connect.hku.hk,0,0,0,0.75,1.0,0.0,4.5,0.5,-1.0105463926288778,-1.1194540972314981,-0.05113036598867607,0.10890770460262034
8,"Yes, yes.",simpson_defense_6,"And Dr. Lee, when that occurred, when the items would fall to the bottom of the bucket, various different biological samples could get mixed together or were mixed together; is that correct?",D_WITNESS,"PROSECUTION: Okay. Now, Dr. Lee, I wanted to just mention very briefly or ask you very briefly about one of the matters that you just alluded to a few moments ago.
D_WITNESS: Yes, sir.

PROSECUTION: Regarding identification of human remains in cases here in the continental United States.
D_WITNESS: Yes.

PROSECUTION: Your most famous such case where you were personally involved at the crime scene, not at the time of the crime, but afterwards.
D_WITNESS: Thank you very much.

PROSECUTION: Yes.--was the People versus Crafts case; is that correct?
D_WITNESS: Yes, sir.

PROSECUTION: Okay. And was that a case, sir, where the victim in that case, Helen Crafts, was killed by her husband and she was--he disposed of her by putting her body through a wood chipper machine?
D_WITNESS: Yes.

PROSECUTION: And in that particular case is it a fair summary of what happened that the biological evidence was spread over a very significant amount of territory, about 2500 square feet, in the snow by a river as a result of the body having gone through the wood clipper machine?
D_WITNESS: The majority this and probably wound up in the river. Only small fragment were found scattered around the river bank.

PROSECUTION: Right. And just so it is clear, what was done in this case is large amounts of snow were put in buckets and then taken into tents and melted and the biological evidence would tend to fall or sink to the bottom of the bucket and all the debris would tend to rise to the top and you just throw the debris out and take the biological evidence out in the bottom?
D_WITNESS: Not exactly. Any recognizable material, for example, we found a fingernail, you can recognize, you don't have to throw in a bucket. You just taken it out. If it is bone chips, we can recognize, or a tooth. We have a team of scientists, team of investigator work together since we can see and recognizable right away, you remove it. For example, I can see a scissor, I collect a scissor. I don't have to throw the scissor in the bucket. Things we cannot visually recognize, we use the second procedure.

PROSECUTION: And that included some of the biological evidence in the case?
D_WITNESS: Yes.

PROSECUTION: And Dr. Lee, when that occurred, when the items would fall to the bottom of the bucket, various different biological samples could get mixed together or were mixed together; is that correct?
",Prosecution,1,1,1,1,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],rileyzcx@connect.hku.hk,0,0,0,0.7777777777777778,0.0,1.0,4.5,1.5,-1.0105463926288778,-0.8935942431599594,0.06141991157101067,-0.11695214946891841
9,"Yes, correct.",simpson_defense_6,"And it also mixed together human biological samples with others that were out there, like deer bones and the like; is that correct?",D_WITNESS,"PROSECUTION: Okay. Now, Dr. Lee, I wanted to just mention very briefly or ask you very briefly about one of the matters that you just alluded to a few moments ago.
D_WITNESS: Yes, sir.

PROSECUTION: Regarding identification of human remains in cases here in the continental United States.
D_WITNESS: Yes.

PROSECUTION: Your most famous such case where you were personally involved at the crime scene, not at the time of the crime, but afterwards.
D_WITNESS: Thank you very much.

PROSECUTION: Yes.--was the People versus Crafts case; is that correct?
D_WITNESS: Yes, sir.

PROSECUTION: Okay. And was that a case, sir, where the victim in that case, Helen Crafts, was killed by her husband and she was--he disposed of her by putting her body through a wood chipper machine?
D_WITNESS: Yes.

PROSECUTION: And in that particular case is it a fair summary of what happened that the biological evidence was spread over a very significant amount of territory, about 2500 square feet, in the snow by a river as a result of the body having gone through the wood clipper machine?
D_WITNESS: The majority this and probably wound up in the river. Only small fragment were found scattered around the river bank.

PROSECUTION: Right. And just so it is clear, what was done in this case is large amounts of snow were put in buckets and then taken into tents and melted and the biological evidence would tend to fall or sink to the bottom of the bucket and all the debris would tend to rise to the top and you just throw the debris out and take the biological evidence out in the bottom?
D_WITNESS: Not exactly. Any recognizable material, for example, we found a fingernail, you can recognize, you don't have to throw in a bucket. You just taken it out. If it is bone chips, we can recognize, or a tooth. We have a team of scientists, team of investigator work together since we can see and recognizable right away, you remove it. For example, I can see a scissor, I collect a scissor. I don't have to throw the scissor in the bucket. Things we cannot visually recognize, we use the second procedure.

PROSECUTION: And that included some of the biological evidence in the case?
D_WITNESS: Yes.

PROSECUTION: And Dr. Lee, when that occurred, when the items would fall to the bottom of the bucket, various different biological samples could get mixed together or were mixed together; is that correct?
D_WITNESS: Yes, yes.

PROSECUTION: And it also mixed together human biological samples with others that were out there, like deer bones and the like; is that correct?
",Prosecution,1,1,1,1,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],rileyzcx@connect.hku.hk,0,0,0,0.8,0.0,1.0,4.5,2.5,-1.0105463926288778,-0.6677343890884208,0.2042637961865208,-0.34281200354045704
