,answer,source,question,responder,all_history,speaker_from,relevance_rate,manner_rate,quality_rate,Committment_value,consistency_value,outcome_value,outcome_reason,annotator,relevance_binary,manner_binary,quality_binary,NRA,bat,pat,bat_cumsum,pat_cumsum,Z_BaT,Z_PaT,ZNRBaT,net_ZNRBaT
99,YES.,simpson_prosecution_9,"AND THAT DURING THE PERIOD OF TIME WHEN YOU FIRST MET NICOLE, SHE WAS DIVORCED FROM O.J. SIMPSON?",P_WITNESS,"DEFENSE: AND THAT DURING THE PERIOD OF TIME WHEN YOU FIRST MET NICOLE, SHE WAS DIVORCED FROM O.J. SIMPSON?
",DEFENSE,1,1,2,3,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],katkazanas@gmail.com,0,0,0,1.0,0.5,0.0,0.5,0.0,-2.4896602215699875,-1.5078725761341791,0.24559839659093263,-0.9817876454358083
100,YES.,simpson_prosecution_9,AND SHE WAS DATING OTHER MEN?,P_WITNESS,"DEFENSE: AND THAT DURING THE PERIOD OF TIME WHEN YOU FIRST MET NICOLE, SHE WAS DIVORCED FROM O.J. SIMPSON?
P_WITNESS: YES.

DEFENSE: AND SHE WAS DATING OTHER MEN?
",DEFENSE,1,1,2,3,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],katkazanas@gmail.com,0,0,0,1.0,0.5,0.0,1.0,0.0,-2.1033336354642995,-1.5078725761341791,0.1648925662061661,-0.5954610593301204
101,YES.,simpson_prosecution_9,AND WAS HE (O.J.) AWARE THAT SHE WAS DATING OTHER MEN?,P_WITNESS,"DEFENSE: AND THAT DURING THE PERIOD OF TIME WHEN YOU FIRST MET NICOLE, SHE WAS DIVORCED FROM O.J. SIMPSON?
P_WITNESS: YES.

DEFENSE: AND SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND WAS HE (O.J.) AWARE THAT SHE WAS DATING OTHER MEN?
",DEFENSE,1,1,2,3,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],katkazanas@gmail.com,0,0,0,1.0,0.5,0.0,1.5,0.0,-1.7170070493586118,-1.5078725761341791,0.06485031924020265,-0.20913447322443268
102,NO.,simpson_prosecution_9,AND DID HE EVER VOICE ANY CONCERNS ABOUT THAT?,P_WITNESS,"DEFENSE: AND THAT DURING THE PERIOD OF TIME WHEN YOU FIRST MET NICOLE, SHE WAS DIVORCED FROM O.J. SIMPSON?
P_WITNESS: YES.

DEFENSE: AND SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND WAS HE (O.J.) AWARE THAT SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND DID HE EVER VOICE ANY CONCERNS ABOUT THAT?
",DEFENSE,1,1,1,1,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],katkazanas@gmail.com,0,0,0,1.0,0.0,1.0,1.5,1.0,-1.7170070493586118,-1.4187079691354432,0.09512952499313171,-0.29829908022316864
103,NO.,simpson_prosecution_9,DID HE EVER SHOW ANY ANGER OR UPSET -- BEING UPSET AT THE FACT THAT SHE WAS DATING OTHER MEN?,P_WITNESS,"DEFENSE: AND THAT DURING THE PERIOD OF TIME WHEN YOU FIRST MET NICOLE, SHE WAS DIVORCED FROM O.J. SIMPSON?
P_WITNESS: YES.

DEFENSE: AND SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND WAS HE (O.J.) AWARE THAT SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND DID HE EVER VOICE ANY CONCERNS ABOUT THAT?
P_WITNESS: NO.

DEFENSE: DID HE EVER SHOW ANY ANGER OR UPSET -- BEING UPSET AT THE FACT THAT SHE WAS DATING OTHER MEN?
",DEFENSE,1,1,1,1,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],katkazanas@gmail.com,0,0,0,1.0,0.0,1.0,1.5,2.0,-1.7170070493586118,-1.3295433621367072,0.1271811179489816,-0.3874636872219046
104,NO.,simpson_prosecution_9,DID YOU EVER DISCUSS WITH O.J. WHAT YOUR RELATIONSHIP WAS WITH NICOLE?,P_WITNESS,"DEFENSE: AND THAT DURING THE PERIOD OF TIME WHEN YOU FIRST MET NICOLE, SHE WAS DIVORCED FROM O.J. SIMPSON?
P_WITNESS: YES.

DEFENSE: AND SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND WAS HE (O.J.) AWARE THAT SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND DID HE EVER VOICE ANY CONCERNS ABOUT THAT?
P_WITNESS: NO.

DEFENSE: DID HE EVER SHOW ANY ANGER OR UPSET -- BEING UPSET AT THE FACT THAT SHE WAS DATING OTHER MEN?
P_WITNESS: NO.

DEFENSE: DID YOU EVER DISCUSS WITH O.J. WHAT YOUR RELATIONSHIP WAS WITH NICOLE?
",DEFENSE,1,1,2,3,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],katkazanas@gmail.com,0,0,0,1.0,0.5,0.0,2.0,2.0,-1.3306804632529239,-1.3295433621367072,0.0004274456552730598,-0.0011371011162166766
105,NO.,simpson_prosecution_9,WAS IT EVER A CONCERN OF HIS?,P_WITNESS,"DEFENSE: AND THAT DURING THE PERIOD OF TIME WHEN YOU FIRST MET NICOLE, SHE WAS DIVORCED FROM O.J. SIMPSON?
P_WITNESS: YES.

DEFENSE: AND SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND WAS HE (O.J.) AWARE THAT SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND DID HE EVER VOICE ANY CONCERNS ABOUT THAT?
P_WITNESS: NO.

DEFENSE: DID HE EVER SHOW ANY ANGER OR UPSET -- BEING UPSET AT THE FACT THAT SHE WAS DATING OTHER MEN?
P_WITNESS: NO.

DEFENSE: DID YOU EVER DISCUSS WITH O.J. WHAT YOUR RELATIONSHIP WAS WITH NICOLE?
P_WITNESS: NO.

DEFENSE: WAS IT EVER A CONCERN OF HIS?
",DEFENSE,1,1,1,1,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],katkazanas@gmail.com,0,0,0,1.0,0.0,1.0,2.0,3.0,-1.3306804632529239,-1.2403787551379712,0.03512237581655868,-0.09030170811495264
106,WHEN I WAS THERE?,simpson_prosecution_9,WERE YOU EVER PRESENT WHEN NICOLE WOULD COME OVER AND VISIT O.J. AT HIS ROCKINGHAM HOUSE?,P_WITNESS,"DEFENSE: AND THAT DURING THE PERIOD OF TIME WHEN YOU FIRST MET NICOLE, SHE WAS DIVORCED FROM O.J. SIMPSON?
P_WITNESS: YES.

DEFENSE: AND SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND WAS HE (O.J.) AWARE THAT SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND DID HE EVER VOICE ANY CONCERNS ABOUT THAT?
P_WITNESS: NO.

DEFENSE: DID HE EVER SHOW ANY ANGER OR UPSET -- BEING UPSET AT THE FACT THAT SHE WAS DATING OTHER MEN?
P_WITNESS: NO.

DEFENSE: DID YOU EVER DISCUSS WITH O.J. WHAT YOUR RELATIONSHIP WAS WITH NICOLE?
P_WITNESS: NO.

DEFENSE: WAS IT EVER A CONCERN OF HIS?
P_WITNESS: NO.

DEFENSE: WERE YOU EVER PRESENT WHEN NICOLE WOULD COME OVER AND VISIT O.J. AT HIS ROCKINGHAM HOUSE?
",DEFENSE,2,2,2,4,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],katkazanas@gmail.com,0,0,0,1.0,0.0,0.5,2.0,3.5,-1.3306804632529239,-1.1957964516386033,0.05338818289582978,-0.13488401161432062
107,YES.,simpson_prosecution_9,YES.,P_WITNESS,"DEFENSE: AND THAT DURING THE PERIOD OF TIME WHEN YOU FIRST MET NICOLE, SHE WAS DIVORCED FROM O.J. SIMPSON?
P_WITNESS: YES.

DEFENSE: AND SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND WAS HE (O.J.) AWARE THAT SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND DID HE EVER VOICE ANY CONCERNS ABOUT THAT?
P_WITNESS: NO.

DEFENSE: DID HE EVER SHOW ANY ANGER OR UPSET -- BEING UPSET AT THE FACT THAT SHE WAS DATING OTHER MEN?
P_WITNESS: NO.

DEFENSE: DID YOU EVER DISCUSS WITH O.J. WHAT YOUR RELATIONSHIP WAS WITH NICOLE?
P_WITNESS: NO.

DEFENSE: WAS IT EVER A CONCERN OF HIS?
P_WITNESS: NO.

DEFENSE: WERE YOU EVER PRESENT WHEN NICOLE WOULD COME OVER AND VISIT O.J. AT HIS ROCKINGHAM HOUSE?
P_WITNESS: WHEN I WAS THERE?

DEFENSE: YES.
",DEFENSE,1,1,2,3,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],katkazanas@gmail.com,0,0,0,1.0,0.5,0.0,2.5,3.5,-0.9443538771472361,-1.1957964516386033,-0.11748827692586289,0.2514425744913672
108,I -- HE DIDN'T HIT HER. THERE WAS NO PHYSICAL CONTACT?,simpson_prosecution_9,DID YOU EVER SEE ANY PHYSICAL CONTACT BETWEEN THE TWO OF THEM?,P_WITNESS,"DEFENSE: AND THAT DURING THE PERIOD OF TIME WHEN YOU FIRST MET NICOLE, SHE WAS DIVORCED FROM O.J. SIMPSON?
P_WITNESS: YES.

DEFENSE: AND SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND WAS HE (O.J.) AWARE THAT SHE WAS DATING OTHER MEN?
P_WITNESS: YES.

DEFENSE: AND DID HE EVER VOICE ANY CONCERNS ABOUT THAT?
P_WITNESS: NO.

DEFENSE: DID HE EVER SHOW ANY ANGER OR UPSET -- BEING UPSET AT THE FACT THAT SHE WAS DATING OTHER MEN?
P_WITNESS: NO.

DEFENSE: DID YOU EVER DISCUSS WITH O.J. WHAT YOUR RELATIONSHIP WAS WITH NICOLE?
P_WITNESS: NO.

DEFENSE: WAS IT EVER A CONCERN OF HIS?
P_WITNESS: NO.

DEFENSE: WERE YOU EVER PRESENT WHEN NICOLE WOULD COME OVER AND VISIT O.J. AT HIS ROCKINGHAM HOUSE?
P_WITNESS: WHEN I WAS THERE?

DEFENSE: YES.
P_WITNESS: YES.

DEFENSE: AND HOW DID THEY SEEM TO GET ALONG?
nan: nan

PROSECUTION: OBJECTION, SPECULATION, YOUR HONOR.
nan: nan

COURT: OVERRULED.
nan: nan

DEFENSE: DID YOU EVER SEE ANY PHYSICAL CONTACT BETWEEN THE TWO OF THEM?
",DEFENSE,1,3,2,1,0,Witness,I choose this side because of their logical arguments are convincing.[Logical facts],katkazanas@gmail.com,0,1,0,1.0,0.4,1.0,2.9,4.5,-0.6352926082626859,-1.1066318446398673,-0.2705853492048941,0.47133923637718145
